Cast Vote Record,Rep. to Congress District 2 1st Choice,Rep. to Congress District 2 2nd Choice,Rep. to Congress District 2 3rd Choice,Rep. to Congress District 2 4th Choice
8356,"DEM Golden, Jared F.","Hoar, William R.S.",undervote,undervote
8358,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote
8364,"DEM Golden, Jared F.",undervote,undervote,undervote
8366,"DEM Golden, Jared F.",undervote,undervote,undervote
8368,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
8370,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8374,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8378,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
8380,"REP Poliquin, Bruce","DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L."
8382,"DEM Golden, Jared F.",undervote,undervote,undervote
8388,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8390,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8400,"DEM Golden, Jared F.",undervote,undervote,undervote
8402,"DEM Golden, Jared F.",undervote,undervote,undervote
8404,"DEM Golden, Jared F.",undervote,undervote,undervote
8406,"DEM Golden, Jared F.",undervote,undervote,undervote
8408,"DEM Golden, Jared F.",undervote,undervote,undervote
8410,"DEM Golden, Jared F.",undervote,undervote,undervote
8412,"DEM Golden, Jared F.",undervote,undervote,undervote
8414,"DEM Golden, Jared F.",undervote,undervote,undervote
8420,"DEM Golden, Jared F.",undervote,undervote,undervote
8422,"REP Poliquin, Bruce","Bond, Tiffany L.",undervote,undervote
8424,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,"Hoar, William R.S."
8426,"REP Poliquin, Bruce","Hoar, William R.S.","DEM Golden, Jared F.","Bond, Tiffany L."
8428,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
8430,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
8432,"DEM Golden, Jared F.",undervote,undervote,undervote
8434,"DEM Golden, Jared F.",undervote,undervote,undervote
8436,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8438,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8440,"Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S.",undervote
8446,"Hoar, William R.S.","DEM Golden, Jared F.","Bond, Tiffany L.",undervote
8448,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8450,"DEM Golden, Jared F.",undervote,undervote,undervote
8452,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
8454,"REP Poliquin, Bruce","Hoar, William R.S.",undervote,undervote
8456,"DEM Golden, Jared F.",undervote,undervote,undervote
8458,"REP Poliquin, Bruce","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
8460,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote
8462,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote
8464,"DEM Golden, Jared F.",undervote,undervote,undervote
8466,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote
8468,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote
8470,"DEM Golden, Jared F.",undervote,undervote,undervote
8476,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
8478,"REP Poliquin, Bruce","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
8480,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote
8482,"Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S.",undervote
8484,"DEM Golden, Jared F.",undervote,undervote,undervote
8488,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
8490,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8492,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8496,"DEM Golden, Jared F.","Hoar, William R.S.",undervote,undervote
8498,"REP Poliquin, Bruce",undervote,undervote,undervote
8500,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8502,"DEM Golden, Jared F.","Bond, Tiffany L.","REP Poliquin, Bruce",undervote
8506,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8508,"Bond, Tiffany L.","Hoar, William R.S.",undervote,undervote
8510,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8512,"DEM Golden, Jared F.","Hoar, William R.S.",undervote,undervote
8514,"DEM Golden, Jared F.",undervote,undervote,undervote
8516,"DEM Golden, Jared F.",undervote,undervote,undervote
8518,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote
8522,"DEM Golden, Jared F.",undervote,undervote,undervote
8526,"DEM Golden, Jared F.",undervote,undervote,undervote
8528,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote
8530,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote
8536,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
8538,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8540,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote
8542,"DEM Golden, Jared F.",undervote,undervote,undervote
8544,"DEM Golden, Jared F.",undervote,undervote,undervote
8546,"DEM Golden, Jared F.",undervote,undervote,undervote
8548,"DEM Golden, Jared F.","Bond, Tiffany L.","REP Poliquin, Bruce","Hoar, William R.S."
8550,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8554,"DEM Golden, Jared F.","Hoar, William R.S.",undervote,undervote
8556,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote
8558,"Bond, Tiffany L.","DEM Golden, Jared F.",undervote,undervote
8564,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote
8568,"DEM Golden, Jared F.",undervote,undervote,undervote
8570,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8572,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote
8574,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8576,"Bond, Tiffany L.","DEM Golden, Jared F.","REP Poliquin, Bruce",undervote
8578,"DEM Golden, Jared F.",undervote,undervote,undervote
8580,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8582,"DEM Golden, Jared F.",undervote,undervote,undervote
8584,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote
8586,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote
8588,"REP Poliquin, Bruce","Hoar, William R.S.","DEM Golden, Jared F.","Bond, Tiffany L."
8590,"DEM Golden, Jared F.",undervote,undervote,undervote
8592,"DEM Golden, Jared F.",undervote,undervote,undervote
8594,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
8596,"Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S.",undervote
8598,"DEM Golden, Jared F.",undervote,undervote,undervote
8600,"REP Poliquin, Bruce",undervote,undervote,undervote
8602,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8606,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote
8608,"DEM Golden, Jared F.",undervote,undervote,undervote
8612,"DEM Golden, Jared F.",undervote,undervote,undervote
8614,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8618,"DEM Golden, Jared F.",undervote,undervote,undervote
8624,"REP Poliquin, Bruce",undervote,undervote,undervote
8626,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8628,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8630,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8632,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
8634,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8636,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
8638,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote
8640,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
8642,"DEM Golden, Jared F.",undervote,undervote,undervote
8646,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
8648,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8650,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote
8652,"DEM Golden, Jared F.",undervote,undervote,undervote
8654,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote
8656,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote
8662,"DEM Golden, Jared F.",undervote,undervote,undervote
8664,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8668,"DEM Golden, Jared F.",undervote,undervote,undervote
8672,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
8674,"REP Poliquin, Bruce","Hoar, William R.S.","DEM Golden, Jared F.","Bond, Tiffany L."
8678,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote
8680,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
8682,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote
8684,"DEM Golden, Jared F.",undervote,undervote,undervote
8686,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8688,"REP Poliquin, Bruce","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
8690,"DEM Golden, Jared F.","REP Poliquin, Bruce","Bond, Tiffany L.","Hoar, William R.S."
8692,"DEM Golden, Jared F.",undervote,undervote,undervote
8694,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote
8696,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote
8698,"REP Poliquin, Bruce",undervote,undervote,undervote
8700,"Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S.",undervote
8704,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
8706,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8710,"REP Poliquin, Bruce",undervote,undervote,undervote
8712,"REP Poliquin, Bruce",undervote,undervote,undervote
8714,"REP Poliquin, Bruce",undervote,undervote,undervote
8716,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
8718,"REP Poliquin, Bruce",undervote,undervote,undervote
8720,"REP Poliquin, Bruce",undervote,undervote,undervote
8722,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
8724,"DEM Golden, Jared F.",undervote,undervote,undervote
8726,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
8728,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote
8730,"DEM Golden, Jared F.",undervote,undervote,undervote
8732,"DEM Golden, Jared F.",undervote,undervote,undervote
8736,"REP Poliquin, Bruce",undervote,undervote,undervote
8738,"REP Poliquin, Bruce",undervote,undervote,undervote
8740,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8742,"DEM Golden, Jared F.",undervote,undervote,undervote
8744,"DEM Golden, Jared F.",undervote,undervote,undervote
8746,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8748,"DEM Golden, Jared F.","Hoar, William R.S.",undervote,undervote
8752,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote
8754,"REP Poliquin, Bruce",undervote,undervote,undervote
8756,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
8760,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
8762,"REP Poliquin, Bruce",undervote,undervote,undervote
8764,"DEM Golden, Jared F.",undervote,undervote,undervote
8766,"DEM Golden, Jared F.",undervote,undervote,undervote
8768,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8770,"DEM Golden, Jared F.",undervote,undervote,undervote
8772,"REP Poliquin, Bruce",undervote,undervote,undervote
8774,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8776,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8778,"REP Poliquin, Bruce",undervote,undervote,undervote
8780,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
8782,"Bond, Tiffany L.","DEM Golden, Jared F.","Hoar, William R.S.",undervote
8784,"DEM Golden, Jared F.",undervote,undervote,undervote
8786,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
8790,"DEM Golden, Jared F.",undervote,undervote,undervote
8792,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8796,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8800,"DEM Golden, Jared F.",undervote,undervote,undervote
8804,"DEM Golden, Jared F.",undervote,undervote,undervote
8806,"DEM Golden, Jared F.","Hoar, William R.S.",undervote,undervote
8808,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
8810,"REP Poliquin, Bruce","Hoar, William R.S.","Bond, Tiffany L.","DEM Golden, Jared F."
8812,"REP Poliquin, Bruce",undervote,undervote,undervote
8814,"Bond, Tiffany L.",undervote,undervote,undervote
8816,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote
8818,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
8820,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8822,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
8824,"DEM Golden, Jared F.","Hoar, William R.S.",undervote,undervote
8826,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8828,"DEM Golden, Jared F.","Hoar, William R.S.",undervote,undervote
8830,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
8834,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8836,"DEM Golden, Jared F.",undervote,undervote,undervote
8838,"DEM Golden, Jared F.",undervote,undervote,undervote
8840,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
8844,"DEM Golden, Jared F.",undervote,undervote,undervote
8846,"REP Poliquin, Bruce",undervote,undervote,undervote
8848,"REP Poliquin, Bruce",undervote,undervote,undervote
8850,"DEM Golden, Jared F.",undervote,undervote,undervote
8852,"DEM Golden, Jared F.",undervote,undervote,undervote
8854,"DEM Golden, Jared F.","Hoar, William R.S.",undervote,undervote
8856,"REP Poliquin, Bruce",undervote,undervote,undervote
8858,"REP Poliquin, Bruce","DEM Golden, Jared F.",undervote,undervote
8860,"DEM Golden, Jared F.",undervote,undervote,undervote
8866,"DEM Golden, Jared F.",undervote,undervote,undervote
8868,"Hoar, William R.S.","DEM Golden, Jared F.","REP Poliquin, Bruce","Bond, Tiffany L."
8870,"DEM Golden, Jared F.",undervote,undervote,undervote
8872,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8874,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
8880,"Hoar, William R.S.","DEM Golden, Jared F.","Bond, Tiffany L.","REP Poliquin, Bruce"
8882,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote
8884,"Bond, Tiffany L.","DEM Golden, Jared F.",undervote,undervote
8886,"REP Poliquin, Bruce",undervote,undervote,undervote
8890,"DEM Golden, Jared F.",undervote,undervote,undervote
8894,"REP Poliquin, Bruce",undervote,undervote,undervote
8898,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote
8900,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote
8902,"DEM Golden, Jared F.",undervote,undervote,undervote
8904,"REP Poliquin, Bruce",undervote,undervote,undervote
8906,"REP Poliquin, Bruce",undervote,undervote,undervote
8908,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
8910,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.","REP Poliquin, Bruce"
8912,"DEM Golden, Jared F.",undervote,undervote,undervote
8914,"REP Poliquin, Bruce",undervote,"Hoar, William R.S.","Bond, Tiffany L."
8916,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote
8918,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
8922,"REP Poliquin, Bruce",undervote,undervote,undervote
8924,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"
8928,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
8930,"DEM Golden, Jared F.","Bond, Tiffany L.",undervote,undervote
8934,"DEM Golden, Jared F.","Hoar, William R.S.","Bond, Tiffany L.",undervote
8936,"REP Poliquin, Bruce",undervote,undervote,undervote
8940,"REP Poliquin, Bruce",undervote,undervote,undervote
8942,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.",undervote
11960,"DEM Golden, Jared F.","Bond, Tiffany L.","Hoar, William R.S.","REP Poliquin, Bruce"